name,species,treatment,after_treatment,common_potential,cell_type,notes,AP_peak,AP_amp,max_dvdt,min_dvdt,halfwidth,resonance_freq,cutoff,input_R,sag,RMP,EPSC_5sec,EPSC_Hz,EPSC_amp,washin_change,washin_outcome,FI_50,FI_100,FI_150,FI_200,FI_250,FI_300,FI_350,FI_400,FI_450,FI_500,FI_550,FI_600,FI_650,FI_700,FI_750,FI_800,FI_850,FI_900,Layer,topLeaf_label
H21.03.310.11.08.01.01,human,50uM psilocybin,1,0,pyramidal,,57.952881,86.401329,243.83545,-70.19043,1.0836182,0.5,2.6708853,41.574593,1.1820338,-42.365555,166.7142857,33.34285714,,31.3242,depolarized,0,0,0,2,5,9,14,18,20,22,23,,,,,,,,,
H21.03.310.11.08.02.01,human,50uM psilocybin,0,0,pyramidal,,57.4646,93.070877,289.61182,-69.885254,1.1776123,1.0454545,3.2290335,90.183838,1.1303889,-55.700195,30.14285714,6.028571429,9.23916,2.9873,depolarized,0,2,8,12,15,18,21,24,26,28,29,,,,,,,,,
H21.03.310.11.08.02.01,human,50uM psilocybin,1,0,pyramidal,,55.236816,86.511703,243.53027,-74.462891,1.0983887,0.63636363,2.7998338,78.721649,1.1211873,-53.594589,34.4,6.88,8.186519,2.9873,depolarized,0,1,6,10,13,16,19,22,24,26,28,,,,,,,,,
Gad2-IRES-Cre;Ai14-574193.04.10.01,mouse,50uM psilocybin,0,0,pyramidal,,64.697266,85.442902,330.50537,-61.950684,1.1644287,0.5,2.0986784,114.1518,0.87186712,-59.920597,49.54545455,9.909090909,11.69075,4.27683,depolarized,0,1,5,8,11,13,15,17,29,20,21,,,,,,,,,
Gad2-IRES-Cre;Ai14-574193.04.10.01,mouse,50uM psilocybin,1,0,pyramidal,,67.993164,82.074287,311.88965,-54.931641,1.2176514,0.5,3.3529594,96.643394,0.95404768,-49.763988,58.875,11.775,13.692085,4.27683,depolarized,0,0,0,1,3,4,7,8,12,11,15,,,,,,,,,
Gad2-IRES-Cre;Ai14-574193.05.10.01,mouse,50uM psilocybin,0,0,pyramidal,,52.062988,80.163452,262.45117,-64.39209,1.107666,0.5,1.5438094,164.7025,0.92686564,-66.834587,80.5,16.1,10.848221,,,0,3,7,11,14,16,18,20,22,23,23,,,,,,,,,
Gad2-IRES-Cre;Ai14-574193.05.10.01,mouse,50uM psilocybin,1,0,pyramidal,,55.328369,83.254814,282.89795,-77.819824,0.99536133,0.5,1.9125519,145.76294,0.9475472,-62.679989,69.41666667,13.88333333,10.581871,,,0,3,8,11,15,17,20,21,23,24,25,,,,,,,,,
Gad2-IRES-Cre;Ai14-574194.03.10.01,mouse,50uM psilocybin,0,0,pyramidal,,59.204102,86.696625,330.81055,-82.092285,0.95861816,0.5,2.1832161,123.72141,0.97995692,-63.562515,32.28571429,6.457142857,8.8555,5.28738,depolarized,0,3,9,13,18,21,24,26,28,29,30,,,,,,,,,
Gad2-IRES-Cre;Ai14-574194.03.10.01,mouse,50uM psilocybin,1,0,pyramidal,,62.805176,86.100433,303.34473,-82.702637,0.97546387,0.5,2.2635865,146.71069,1.0094359,-53.503323,33.8,6.76,6.4736993,5.28738,depolarized,0,5,11,16,20,23,26,28,30,32,,,,,,,,,,
H21.03.311.11.08.01.01,human,50uM psilocybin,0,0,pyramidal,,45.562744,88.658447,291.44287,-92.773438,0.9173584,0.90909094,4.4886036,90.693565,1.01688,-69.817955,17.375,3.475,8.99719,3.20631,depolarized,0,0,0,2,9,13,15,17,18,20,22,22,,,,,,,,
H21.03.311.11.08.01.01,human,50uM psilocybin,1,0,pyramidal,,42.480469,83.048096,252.38037,-97.351074,0.87023926,1.0454545,6.3742509,86.43203,1.0213902,-69.544945,25,5,5.45044,3.20631,depolarized,0,0,0,0,0,4,11,13,15,18,20,22,23,26,27,28,,,,
H21.03.311.11.06.01.01,human,50uM psilocybin,0,0,pyramidal,,53.192139,82.046181,262.45117,-115.66162,0.74121094,1,4.0927362,134.34908,1.0519887,-58.734406,21.5,4.3,8.197164,5.15786,depolarized,0,2,12,18,22,26,28,30,30,30,25,,,,,,,,,
H21.03.311.11.06.01.01,human,50uM psilocybin,1,0,pyramidal,,55.419922,84.878891,258.48389,-117.49268,0.75195312,1.2272727,4.9735398,121.46121,1.0208217,-56.671726,30.3,6.06,11.487905,5.15786,depolarized,0,0,3,10,14,12,16,15,14,16,,,,,,,,,,
H21.03.311.11.06.02.01,human,50uM psilocybin,0,0,pyramidal,,55.81665,91.292053,322.26562,-82.702637,0.88818359,1.2727273,4.8152838,49.002014,1.2409693,-65.035828,22.5,4.5,9.323459,0.876823,depolarized,0,0,0,0,2,3,3,5,10,14,17,,,,,,,,,
H21.03.311.11.06.02.01,human,50uM psilocybin,1,0,pyramidal,,54.046631,88.139236,296.32568,-86.669922,0.86425781,1.2727273,6.6452694,43.679195,1.1608716,-64.911674,38.14285714,7.628571429,7.893425,0.876823,depolarized,0,0,0,0,0,0,2,3,3,3,3,6,7,10,11,14,,,,
Chat-IRES-Cre-neo;Ai14-576498.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,62.835693,99.020958,407.10449,-79.956055,1.0050049,1.4090909,3.3410187,106.041,1.1648929,-60.31715,29.88888889,5.977777778,8.082055,-1.83182,hyperpolarized,0,4,12,18,22,24,26,27,28,30,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-576498.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,63.934326,93.984619,391.54053,-79.650879,0.98010254,1,4.5524659,90.615631,1.1419451,-55.445393,41.44444444,8.288888889,9.942349,-1.83182,hyperpolarized,0,0,1,5,7,7,12,14,15,16,,,,,,,,,,
Th-P2A-FlpO;Ai65-575279.02.01.01,mouse,50uM psilocybin,0,0,pyramidal,,61.950684,89.565414,340.271,-58.898926,1.2246094,0.68181819,2.0671294,165.13409,0.93914109,-63.509892,46,9.2,11.435982,-3.8518,hyperpolarized,2,8,12,16,19,20,21,23,24,25,,,,,,,,,,
Th-P2A-FlpO;Ai65-575279.02.01.01,mouse,50uM psilocybin,1,0,pyramidal,,58.105469,89.022873,322.5708,-63.171387,1.1617432,0.5,3.6673131,134.73059,0.98417592,-66.326042,59.30769231,11.86153846,10.647507,-3.8518,hyperpolarized,0,0,1,3,6,9,9,10,10,6,,,,,,,,,,
C57BL6J-576333.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,61.49292,81.233185,341.18652,-83.007812,0.85864258,0.5,1.064599,155.14444,1.0145322,-52.694485,41.28571429,8.257142857,10.213356,-11.5019,hyperpolarized,0,5,10,14,18,21,23,26,28,29,,,,,,,,,,
C57BL6J-576333.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,59.814453,81.385643,325.01221,-91.247559,0.81933594,0.5,2.4391098,159.91423,1.0215535,-51.165569,30,6,6.07554123,-11.5019,hyperpolarized,0,7,13,17,19,21,23,19,9,7,,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576034.04.03.01,mouse,50uM psilocin,0,0,pyramidal,,55.114746,87.485199,401.00098,-92.773438,0.80151367,0.63636363,4.6024766,128.84016,0.98143494,-62.328617,41.14285714,8.228571429,8.784401,38.6946,depolarized,0,0,2,5,9,10,13,17,18,22,23,24,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576034.04.03.01,mouse,50uM psilocin,1,0,pyramidal,,22.491455,46.428963,88.195801,-26.550293,1.5168457,1,10.583241,149.4135,0.8896482,-40.755699,21.125,4.225,7.685375,38.6946,depolarized,1,2,1,1,,,,,,,,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576034.04.04.01,mouse,50uM psilocin,0,0,pyramidal,,46.813965,85.692001,357.97119,-73.242188,0.9732666,0.5,2.0783312,125.57495,1.0007057,-69.629189,23.5,4.7,7.31123,-3.08355,hyperpolarized,0,4,8,12,15,17,20,22,24,26,27,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576034.04.04.01,mouse,50uM psilocin,1,0,pyramidal,,26.641846,70.366219,263.97705,-63.476562,0.98510742,0.5,2.0361872,140.70348,1.0635306,-70.285896,13.625,2.725,4.770821,-3.08355,hyperpolarized,0,7,12,16,19,22,25,26,27,27,27,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576031.02.04.01,mouse,50uM psilocin,0,0,pyramidal,,42.327881,89.418884,387.57324,-130.31006,0.68981934,2.2727273,5.4969063,66.206032,1.1586833,-72.901558,48.14285714,9.628571429,9.93042,37.658,depolarized,0,0,0,5,11,17,21,25,29,32,,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576031.02.04.01,mouse,50uM psilocin,1,0,pyramidal,,32.348633,89.11586,390.31982,-122.07031,0.71618652,1.6363636,5.6844668,56.833076,1.2323149,-84.977493,61.9,12.38,8.84369,37.658,depolarized,0,0,0,0,1,8,13,16,20,22,24,26,27,29,30,31,,,,
Slc17a6-IRES-Cre;Ai14-576811.03.01.01,mouse,50uM psilocin,0,0,pyramidal,,64.025879,82.776787,447.08252,-111.69434,0.65100098,0.5,1.0467739,130.2281,0.93827915,-54.270794,66.375,13.275,10.407,5.55564,depolarized,0,1,3,9,13,16,20,22,24,27,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-576811.03.01.01,mouse,50uM psilocin,1,0,pyramidal,,70.831299,83.086449,404.05273,-108.64258,0.6619873,0.5,2.3985517,160.1393,0.94128358,-46.584229,75.25,15.05,9.47836,5.55564,depolarized,0,6,13,18,22,25,28,30,32,34,,,,,,,,,,
Sst-IRES-Cre;Ai14-577301.02.03.01,mouse,50uM psilocin,0,0,pyramidal,,42.999268,79.45871,383.30078,-94.604492,0.71679688,0.5,2.6216035,169.55186,0.97746402,-65.443245,45.44444444,9.088888889,9.56416,0,No change,0,3,9,14,16,14,17,9,6,4,4,,,,,,,,,
Sst-IRES-Cre;Ai14-577301.02.03.01,mouse,50uM psilocin,1,0,pyramidal,,35.125732,68.358063,297.54639,-79.345703,0.7232666,0.5,3.2723074,142.45796,0.97149384,-66.340546,50.27272727,10.05454545,9.11112,0,No change,0,0,0,1,1,2,2,2,3,2,,,,,,,,,,
C57BL6J-576332.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,47.302246,78.349274,256.04248,-73.852539,0.96569824,0.5,3.7356753,149.76524,0.91392767,-64.559982,40.33333333,8.066666667,8.78369,0,No change,0,5,11,16,19,22,25,26,27,28,,,,,,,,,,
C57BL6J-576332.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,42.663574,76.84922,227.66113,-68.969727,1.0360107,0.5,3.5587921,161.8981,0.86897826,-66.652321,28.88888889,5.777777778,6.1669,0,No change,0,6,12,16,21,22,23,24,24,23,,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576031.02.03.01,mouse,50uM psilocin,0,0,pyramidal,,49.407959,73.805244,255.7373,-67.749023,0.96142578,0.90909094,4.7340078,150.7005,1.0504072,-58.316135,76.55555556,15.31111111,11.65244,0,No change,0,5,10,15,19,23,26,29,31,33,34,,,,,,,,,
Ntsr1-Cre_GN220;Ai14-576031.02.03.01,mouse,50uM psilocin,1,0,pyramidal,,45.623779,67.770782,178.52783,-59.814453,1.0727539,1.3181819,4.4909453,157.98474,1.0345827,-45.084076,35,7,8.19179,0,No change,0,9,16,21,25,30,33,35,37,37,38,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.05.04.01,mouse,50uM psilocin,0,0,pyramidal,,54.016113,90.495705,368.65234,-89.111328,0.91247559,0.5,6.6121159,73.873489,0.98201305,-74.306084,10,2,7.1228,2.90101,depolarized,0,0,0,0,3,10,15,19,23,25,29,32,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.05.04.01,mouse,50uM psilocin,1,0,pyramidal,,53.649902,89.204376,374.14551,-88.500977,0.89038086,0.63636363,3.990917,91.626671,0.94880104,-70.400681,8.777777778,1.755555556,9.30207,2.90101,depolarized,0,0,1,6,12,16,18,22,25,28,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.08.04.01,mouse,50uM psilocin,0,0,pyramidal,,45.074463,83.488876,344.23828,-79.345703,0.90344238,1.0111592,3.4786942,124.641,1.0639135,-64.714211,14.71428571,2.942857143,9.25601,8.69958,depolarized,0,7,11,15,18,21,24,26,28,30,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.08.04.01,mouse,50uM psilocin,1,0,pyramidal,,42.144775,85.061012,352.7832,-88.806152,0.8494873,0.72727275,3.7551591,99.869843,1.0841025,-73.613724,22.23076923,4.446153846,5.8501,8.69958,depolarized,0,0,5,11,14,17,20,22,23,25,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.03.03.01,mouse,50uM psilocin,0,0,pyramidal,,42.96875,79.765793,411.37695,-94.604492,0.72814941,0.5,1.0333323,122.54088,0.89657271,-77.356255,25.33333333,5.066666667,8.97258,-5.99067,hyperpolarized,0,1,7,11,15,17,20,23,26,28,30,30,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.03.03.01,mouse,50uM psilocin,1,0,pyramidal,,36.437988,74.298004,324.09668,-90.637207,0.74890137,0.5,2.2632339,156.35878,0.91851532,-75.348724,22.71428571,4.542857143,6.06897,-5.99067,hyperpolarized,0,5,11,16,19,22,23,10,10,,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,52.062988,83.643494,378.41797,-97.045898,0.75708008,0.68181819,2.6193669,137.50526,1.0211668,-63.439224,36,7.2,12.98451,0,No change,0,5,9,13,16,18,21,23,25,27,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578133.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,50.567627,80.276688,310.36377,-76.904297,0.94812012,0.5,2.7126667,119.78825,1.0005426,-59.830845,23.375,4.675,14.4167,0,No change,0,0,3,6,8,12,15,17,19,20,22,,,,,,,,,
Htr3a-Cre_NO152;Ai14-578483.05.04.01,mouse,50uM psilocybin,0,0,pyramidal,,54.260254,85.290421,401.9165,-123.29102,0.65966797,0.5,8.2384834,52.464478,0.95696723,-65.569809,39.6,7.92,11.78473,52.2837,depolarized,0,0,0,0,2,8,14,18,21,,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-578483.05.04.01,mouse,50uM psilocybin,1,0,pyramidal,,55.81665,81.899841,376.89209,-119.93408,0.64929199,0.86363637,3.4158037,99.345589,0.9799794,-57.014439,34,6.8,19.84784,52.2837,depolarized,0,0,0,0,1,7,9,16,19,22,25,27,,,,,,,,
Pvalb-IRES-Cre;Ai14-577974.06.04.01,mouse,50uM psilocybin,0,0,pyramidal,,43.640137,77.423096,289.00146,-68.359375,1.0195312,0.54545456,3.0698109,168.28839,0.98417711,-64.080421,37.22222222,7.444444444,7.37341,0,No change,0,1,4,6,13,13,16,22,20,19,14,,,,,,,,,
Pvalb-IRES-Cre;Ai14-577974.06.04.01,mouse,50uM psilocybin,1,0,pyramidal,,44.525146,80.082413,294.7998,-76.599121,0.95532227,0.5,4.4314275,154.13272,0.98820817,-61.291195,39.625,7.925,7.37235,0,No change,0,1,2,6,9,11,13,18,10,9,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-578483.05.03.01,mouse,50uM psilocybin,0,0,pyramidal,,52.398682,82.312569,325.92773,-72.021484,0.95336914,0.5,2.2024632,224.70384,0.89682335,-56.802158,53,10.6,11.38939,3.4827,depolarized,4,11,18,23,27,30,32,34,36,38,38,,,,,,,,,
Htr3a-Cre_NO152;Ai14-578483.05.03.01,mouse,50uM psilocybin,1,0,pyramidal,,48.76709,80.612335,307.00684,-78.430176,0.87939453,0.5,3.7446313,167.86856,0.97690922,-49.400288,40.33333333,8.066666667,9.18587,3.4827,depolarized,0,8,16,23,28,32,35,37,39,42,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-577972.04.04.01,mouse,50uM psilocin,0,0,pyramidal,,53.55835,93.953613,451.66016,-100.70801,0.80078125,1.3181819,3.3751411,98.455322,1.0725144,-59.238235,88.88888889,17.77777778,15.44005,-3,hyperpolarized,0,8,13,17,21,23,25,27,28,26,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-577972.04.04.01,mouse,50uM psilocin,1,0,pyramidal,,52.001953,94.862045,418.396,-96.435547,0.86889648,1.2727273,4.2219615,97.046539,1.0365748,-61.766712,70.125,14.025,12.51819,-3,hyperpolarized,0,5,11,15,18,21,23,23,20,,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-577972.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,47.607422,81.140785,353.69873,-76.599121,0.88903809,0.5,2.0186386,179.38281,0.9179976,-67.355484,18.61538462,3.723076923,10.10611,0,No change,0,7,11,16,19,23,26,27,29,30,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-577972.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,47.943115,82.04174,325.92773,-72.937012,0.97338867,0.5,2.3114743,193.73515,0.95408213,-63.72662,18,3.6,9.16657,0,No change,2,9,14,18,22,24,26,27,27,,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578138.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,54.321289,86.498474,374.45068,-92.773438,0.8112793,0.5,3.4795387,154.22081,1.0251266,-58.837139,53.5,10.7,20.96463,-2,hyperpolarized,0,7,12,16,20,23,25,29,30,32,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-578138.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,51.239014,83.238129,336.30371,-83.92334,0.85546875,0.59090906,3.0453167,150.42397,0.98369354,-57.078876,39.22222222,7.844444444,13.93262,-2,hyperpolarized,0,7,12,16,21,25,29,31,34,35,,,,,,,,,,
Vip-IRES-Cre;Ai14-579328.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,53.131104,90.73436,427.24609,-80.871582,0.9230957,0.54545456,3.1898506,146.94638,0.83175802,-73.099922,37.63636364,7.527272727,11.35932,7.54079,depolarized,0,5,10,15,18,22,24,27,29,30,32,33,,,,,,,,
Vip-IRES-Cre;Ai14-579328.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,31.097412,63.58744,276.18408,-81.176758,0.7220459,0.59090906,3.3885455,144.07773,0.94789046,-70.462959,11.375,2.275,6.40533,7.54079,depolarized,0,0,0,1,9,15,17,22,23,15,,,,,,,,,,
Vip-IRES-Cre;Ai14-579328.04.04.01,mouse,50uM psilocybin,0,0,pyramidal,,48.309326,85.032524,403.74756,-98.876953,0.7590332,0.5,2.4738493,186.66212,0.76066798,-67.705101,66.16666667,13.23333333,7.49794,5,depolarized,3,10,16,21,25,29,31,33,35,36,,,,,,,,,,
Vip-IRES-Cre;Ai14-579328.04.04.01,mouse,50uM psilocybin,1,0,pyramidal,,29.11377,65.850945,258.17871,-86.05957,0.73034668,,,211.99258,0.96198148,-49.859482,90.66666667,18.13333333,7.037,5,depolarized,14,23,25,29,33,34,36,36,23,11,,,,,,,,,,
Vip-IRES-Cre;Ai14-579328.05.03.01,mouse,50uM psilocybin,0,0,pyramidal,,53.955078,90.271805,379.3335,-79.956055,0.93713379,0.5,1.8242098,155.81136,0.98157573,-61.065403,27.69230769,5.538461538,8.24652,-3,hyperpolarized,4,11,17,21,25,28,30,31,33,34,34,,,,,,,,,
Vip-IRES-Cre;Ai14-579328.05.03.01,mouse,50uM psilocybin,1,0,pyramidal,,52.947998,87.889671,374.45068,-80.566406,0.92675781,0.5,1.9323982,165.42082,1.0111662,-59.823483,21.66666667,4.333333333,7.46038,-3,hyperpolarized,4,11,17,21,24,27,30,31,33,34,35,35,35,,,,,,,
Vip-IRES-Cre;Ai14-579326.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,56.915283,88.247894,375.67139,-66.52832,1.0578613,0.59090906,2.0207517,137.53256,1.066131,-64.50103,50.3,10.06,20.44132,-5.88776,hyperpolarized,0,5,9,12,15,17,19,21,22,23,25,,,,,,,,,
Vip-IRES-Cre;Ai14-579326.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,52.55127,85.094635,334.47266,-56.762695,1.2094727,0.68181819,3.1843719,107.20954,1.071384,-67.01757,38.4,7.68,10.27903,-5.88776,hyperpolarized,0,0,1,3,7,11,14,16,19,21,,,,,,,,,,
Vip-IRES-Cre;Ai14-579326.05.03.01,mouse,50uM psilocybin,0,0,pyramidal,,47.302246,85.516663,356.75049,-75.98877,0.95812988,0.5,1.5707619,147.43727,0.9298954,-70.173294,42.57142857,8.514285714,6.30629,-2,hyperpolarized,0,9,16,21,24,27,29,31,32,34,34,,,,,,,,,
Vip-IRES-Cre;Ai14-579326.05.03.01,mouse,50uM psilocybin,1,0,pyramidal,,43.884277,82.892418,343.01758,-78.735352,0.93017578,0.86363637,4.0735011,117.26697,0.98387814,-73.21032,36,7.2,6.63098,-2,hyperpolarized,0,0,4,10,14,18,22,24,26,28,29,,,,,,,,,
Gad2-IRES-Cre;Ai14-579337.01.01.01,mouse,50uM psilocybin,0,0,pyramidal,,51.605225,92.204575,428.77197,-102.53906,0.78186035,0.5,6.0404153,48.267902,0.93839347,-84.067337,96.36363636,19.27272727,14.56668,33.9937,depolarized,0,0,0,0,0,7,11,15,18,20,22,,,,,,,,,
Gad2-IRES-Cre;Ai14-579337.01.01.01,mouse,50uM psilocybin,1,0,pyramidal,,,,,,,,,,,,,0,,33.9937,depolarized,,,,,,,,,,,,,,,,,,,,
Sst-IRES-Cre;Ai14-579951.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,35.27832,73.478302,282.89795,-73.242188,0.91101074,0.5,2.037724,198.6284,0.83813202,-59.851852,31,6.2,8.28021,-4,hyperpolarized,2,8,15,18,20,19,17,9,,,,,,,,,,,,
Sst-IRES-Cre;Ai14-579951.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,37.750244,75.747253,322.5708,-81.787109,0.78442383,0.5,2.3921897,160.46309,0.97591066,-58.731647,50.875,10.175,8.46094,-4,hyperpolarized,1,4,9,19,16,9,7,7,4,5,4,,,,,,,,,
Sst-IRES-Cre;Ai14-579951.05.04.01,mouse,50uM psilocybin,0,0,pyramidal,,45.318604,78.895569,317.38281,-90.637207,0.78466797,0.68181819,4.1035252,88.611923,0.92390168,-78.122505,17,3.4,12.24652,0,No change,0,0,0,1,8,13,17,20,23,26,,,,,,,,,,
Sst-IRES-Cre;Ai14-579951.05.04.01,mouse,50uM psilocybin,1,0,pyramidal,,30.12085,67.99604,250.54932,-75.98877,0.85876465,0.5,3.4272828,116.86977,0.95984328,-77.513542,8.181818182,1.636363636,8.36859,0,No change,0,0,0,8,11,15,19,22,25,27,,,,,,,,,,
Gad2-IRES-Cre;Ai14-580682.06.10.01,mouse,50uM psilocybin,0,0,pyramidal,,46.203613,79.472031,254.82178,-71.411133,0.97607422,0.90909094,3.0356569,219.61288,0.89120626,-53.347492,11.36363636,2.272727273,8.8086,0,No change,1,2,6,14,10,7,5,5,5,4,,,,,,,,,,
Gad2-IRES-Cre;Ai14-580682.06.10.01,mouse,50uM psilocybin,1,0,pyramidal,,41.748047,79.301926,254.82178,-79.956055,0.88244629,1.8636364,4.8495641,195.1178,1.0139478,-53.820805,10.53846154,2.107692308,7.36432,0,No change,0,1,1,1,1,1,1,2,2,,,,,,,,,,,
Vip-IRES-Cre;Ai14-580200.04.02.01,mouse,control,0,0,pyramidal,,45.74585,73.254883,281.98242,-66.223145,0.94018555,0.5,2.1960497,193.97913,0.97415596,-54.749542,21,4.2,9.96908,-2.88683,hyperpolarized,0,1,6,12,17,20,24,26,26,18,,,,,,,,,,
Vip-IRES-Cre;Ai14-580200.04.02.01,mouse,control,1,0,pyramidal,,45.593262,73.313354,286.86523,-68.054199,0.90466309,0.5,2.7736356,206.18552,0.97869074,-59.983627,21,4.2,9.92912,-2.88683,hyperpolarized,0,0,2,5,7,12,14,15,12,12,,,,,,,,,,
Vip-IRES-Cre;Ai14-580200.04.02.02,mouse,50uM psilocin,0,0,pyramidal,,50.079346,82.15937,379.63867,-70.495605,0.94067383,0.5,1.8158916,213.18022,0.98843336,-62.037678,30.33333333,6.066666667,11.76772,2.79046,depolarized,1,7,10,14,17,17,21,21,17,13,,,,,,,,,,
Vip-IRES-Cre;Ai14-580200.04.02.02,mouse,50uM psilocin,1,0,pyramidal,,36.987305,74.942871,254.5166,-58.898926,1.1259766,0.5,1.2728225,267.92581,0.8487581,-58.321377,22.66666667,4.533333333,7.38704,2.79046,depolarized,3,9,11,11,11,7,6,5,4,3,,,,,,,,,,
C57BL6J-581851.05.03.01,mouse,control,0,0,pyramidal,,45.684814,77.484802,338.13477,-62.255859,0.98950195,0.5,1.2380723,274.17047,0.94114035,-68.751678,25.57142857,5.114285714,7.80841,-4.93914,hyperpolarized,2,9,15,18,21,23,24,20,14,13,,,,,,,,,,
C57BL6J-581851.05.03.01,mouse,control,1,0,pyramidal,,40.740967,75.86911,311.2793,-61.950684,0.99389648,0.5,2.0040529,246.50069,0.9826383,-71.851051,34.875,6.975,8.10959,-4.93914,hyperpolarized,0,1,3,4,8,10,10,8,7,,,,,,,,,,,
Gad2-IRES-Cre;Ai14-580682.05.10.01,mouse,control,0,0,pyramidal,,55.69458,86.774704,349.12109,-72.021484,0.97998047,0.5,2.3176386,126.41935,0.99277025,-63.772335,40.625,8.125,10.42105,-4.02824,hyperpolarized,0,1,7,11,14,17,19,21,23,24,,,,,,,,,,
Gad2-IRES-Cre;Ai14-580682.05.10.01,mouse,control,1,0,pyramidal,,54.748535,86.782219,357.05566,-84.838867,0.86230469,0.68181819,3.0521135,123.40893,1.0169948,-61.803955,41.42857143,8.285714286,8.8038,-4.02824,hyperpolarized,0,0,2,8,11,14,17,19,21,,,,,,,,,,,
C57BL6J-581843.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,51.452637,84.140274,382.99561,-91.552734,0.78491211,0.63636363,3.4449613,130.29251,0.97138578,-70.646797,61.77777778,12.35555556,8.74911,3.93643,depolarized,0,4,11,13,17,20,23,26,27,29,,,,,,,,,,
C57BL6J-581843.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,45.776367,81.449036,334.77783,-86.05957,0.85070801,0.5,3.5005021,135.01123,0.95743954,-69.578484,,0,,3.93643,depolarized,0,0,4,10,13,17,19,22,25,28,,,,,,,,,,
C57BL6J-581848.05.03.01,mouse,50uM psilocybin,0,0,pyramidal,,48.919678,84.748459,339.35547,-77.819824,0.91210938,0.5,1.9468582,224.81357,1.0645452,-64.430161,26.375,5.275,9.34618,3.90063,depolarized,6,14,20,25,28,30,31,29,26,23,,,,,,,,,,
C57BL6J-581848.05.03.01,mouse,50uM psilocybin,1,0,pyramidal,,44.86084,84.250061,286.86523,-72.631836,1.003418,0.5,2.7080424,206.79395,0.9243508,-58.558552,25.16666667,5.033333333,10.75998,3.90063,depolarized,7,14,16,20,18,7,9,7,6,5,,,,,,,,,,
C57BL6J-581848.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,51.9104,86.78389,404.35791,-94.909668,0.79858398,0.5,5.503026,67.824471,0.96738702,-73.492775,104.3333333,20.86666667,9.96353,2.85262,depolarized,0,0,0,0,1,2,4,5,5,6,7,7,8,8,,,,,,
C57BL6J-581848.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,44.281006,77.84362,333.55713,-96.435547,0.75012207,,,81.835823,0.94745612,-71.167084,67.5,13.5,6.96253,2.85262,depolarized,0,0,0,5,11,16,20,23,26,28,,,,,,,,,,
Sncg-IRES2-FlpO-neo;Ai65F-582323.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,48.828125,81.654663,319.82422,-86.975098,0.83349609,0.63636363,6.4206676,32.188011,0.9359377,-77.371834,158.6,31.72,15.22879,-4.1685,hyperpolarized,0,0,0,0,0,0,0,0,0,1,7,8,12,,,,,,,
